GAME_DATE,LAST_NAME,FIRST_NAME,FULL NAME,DRAFTED?,TIER,ROUND,PICK,TEAM,CLASS,SCOUT_NAME,PLAYER_SCHOOL,CONFERENCE,HEIGHT_IN,WEIGHT_LBS,POSITION1,POSITION2,BATTING_SIDE_R_L_S,THROWING_SIDE_R_L,OPPONENT_SCHOOL,OPPONENT_CONFERENCE,GAME,BP_HOME_RUNS_PULL,BP_HOME_RUNS_MIDDLE,BP_HOME_RUNS_OPPOSITE_FIELD,AT_BATS,WALKS,HITS,RUNS,STOLEN_BASES,RBIS,HOME_1ST_TIME,NUMBER_OF_SWINGS,SWING_AND_MISSES,CHASE_SWINGS,SWINGS_FB,LENGTH_OF_AT_BAT_PITCHES,HARD_CONTACT_PULL_SIDE,HARD_CONTACT_MIDDLE,HARD_CONTACT_OPPOSITE_FIELD,ABOVE_AVERAGE_DEFENSIVE_PLAYS,ERRORS_COMMITTED,PRESENT_HITTING,PRESENT_POWER,PRESENT_RUNNING,PRESENT_FIELDING,PRESENT_ARM,FUTURE_HITTING,FUTURE_POWER,FUTURE_RUNNING,FUTURE_FIELDING,FUTURE_ARM,PLAYERID,SCHOOLID,SCOUTID,GAMEKEY,COMMENTS,AVG GRADE
03/18/2018,Sisk,Adam,"Sisk, Adam",N,5,-,-,-,Sr.,Henry Kreienbaum,James Madison University,Colonial Athletic Association,75,215,OF,,R,R,University of Massachusetts Lowell,America East Conference,University of Massachusetts Lowell_AT_James Madison University_03/18/2018,,,,4,1,3,1,0,5,,5,0,0,3,3.2,3,0,0,0,0,45,45,60,50,55,55,55,70,60,60,496,133,64,7176,,51
03/25/2018,Sisk,Adam,"Sisk, Adam",N,5,-,-,-,Sr.,Henry Kreienbaum,James Madison University,Colonial Athletic Association,75,215,OF,,R,R,Elon University,Colonial Athletic Association,Elon University_AT_James Madison University_03/25/2018,,,,4,1,1,0,0,0,,5,3,1,3,4,1,0,0,0,0,45,45,60,50,55,55,55,70,60,60,496,133,64,7328,,51
03/25/2018,Sisk,Adam,"Sisk, Adam",N,5,-,-,-,Sr.,Henry Kreienbaum,James Madison University,Colonial Athletic Association,75,215,OF,,R,R,Elon University,Colonial Athletic Association,Elon University_AT_James Madison University_03/25/2018,,,,4,1,1,0,0,0,,5,3,1,3,4,1,0,0,0,0,45,45,60,50,55,55,55,70,60,60,496,133,64,7328,,51
03/31/2018,Sisk,Adam,"Sisk, Adam",N,5,-,-,-,Sr.,Henry Kreienbaum,James Madison University,Colonial Athletic Association,75,215,OF,,R,R,Northeastern University,Colonial Athletic Association,Northeastern University_AT_James Madison University_03/31/2018,,,,3,2,1,1,0,0,,9,2,3,4,5,1,0,0,0,0,45,45,60,50,55,55,55,70,60,60,496,133,64,7552,,51
03/06/2018,Sisk,Adam,"Sisk, Adam",N,5,-,-,-,Sr.,Steve Nagy,James Madison University,Colonial Athletic Conference,75,215,RF,,R,R,University of Tennessee,Southeastern Conference,James Madison University_AT_University of Tennessee_03/06/2018,,2,2,4,0,1,0,0,0,,9,0,0,5,3.25,1,1,0,0,0,45,40,70,60,60,60,50,70,60,60,496,133,83,2100,,55
03/06/2018,Sisk,Adam,"Sisk, Adam",N,5,-,-,-,Sr.,Steve Nagy,James Madison University,Colonial Athletic Conference,75,215,RF,,R,R,University of Tennessee,Southeastern Conference,James Madison University_AT_University of Tennessee_03/06/2018,,2,2,4,0,1,0,0,0,,9,0,0,5,3.25,1,1,0,0,0,45,40,70,60,60,60,50,70,60,60,496,133,83,2100,,55
04/06/2018,Sisk,Adam,"Sisk, Adam",N,5,-,-,-,Sr.,Steve Nagy,James Madison University,Colonial Athletic Conference,75,215,RF,,R,R,College of Charleston (South Carolina),Colonial Athletic Conference,James Madison University_AT_College of Charleston (South Carolina)_04/06/2018,,,,4,0,3,2,0,0,,3,0,0,2,3,2,0,1,0,0,40,40,60,60,60,60,60,60,60,60,496,133,83,8741,,52
04/14/2018,Sita,Vincenzo,"Sita, Vincenzo",N,5,-,-,-,Jr.,Brad Favo,Ramapo College,New Jersey Athletic Conference,70,185,3B,1B,R,R,"Rutgers, The State Univ. of New Jersey, Camden",New Jersey Athletic Conference,"Rutgers, The State Univ. of New Jersey, Camden_AT_Ramapo College_04/14/2018",,,,3,0,1,1,0,1,,3,1,0,2,1.66,0,0,1,0,0,35,40,25,30,30,40,40,25,35,30,2134,1684,40,7723,,32
04/07/2018,Skillings,Garret,"Skillings, Garret",N,5,-,-,-,Sr.,G. Mitchell,Regis University,Rocky Mountain Athletic Conference,71,200,3B,,S,R,"university of colorado, Colorado Springs",Rocky Mountain Athletic Conference,"Regis University (Colorado)_AT_University of Colorado, Colorado Springs_04/08/2018",,,,4,0,3,2,0,3,4.34,4,0,0,3,2.25,2,0,0,0,0,40,35,40,35,35,40,40,35,35,35,1767,533,76,3670,,37
03/15/2018,Slaughter,Nicholas,"Slaughter, Nicholas",N,5,-,-,-,So.,Ketzy Garcia,University of Houston,American Athletic Conference,74,200,C,RF,R,R,University of New Mexico,Mountain West Conference,University of New Mexico_AT_Univeristy of Houston_03/16/2018,0,0,0,3,1,1,0,1,1,4.6,1,1,0,1,3.3,0,1,0,0,1,30,25,20,30,25,40,35,30,35,35,1302,5,46,1000,,26
04/07/2018,Slaughter,Nick,"Slaughter, Nick",N,5,-,-,-,So.,Koby Farries,University of Houston,American Athletic Conference,74,200,LF,,R,R,University of Southern Florida,American Athletic Conference,University of South Florida_AT_University of Houston_04/08/2018,,,,3,0,0,0,0,1,4.47,6,0,0,5,2.5,0,0,0,1,0,35,35,40,50,50,40,40,45,55,55,1835,5,39,3686,,42
03/11/2018,Smart,Jamey,"Smart, Jamey",N,5,-,-,-,Sr.,Matt Johnson,Loyola Marymount University,West Coast Conference,76,235,1B,OF,L,L,Valparaiso University,Missouri Valley Conference,Valparaiso University_AT_Loyola Marymount University_03/11/2018,0,0,0,4,0,1,1,0,1,,6,1,0,3,2.25,1,2,0,1,0,35,35,30,60,,40,45,30,60,,593,1241,60,794,,40
03/11/2018,Smart,Jamey,"Smart, Jamey",N,5,-,-,-,Sr.,Matt Johnson,Loyola Marymount University,West Coast Conference,76,235,1B,OF,L,L,Valparaiso University,Missouri Valley Conference,Valparaiso University_AT_Loyola Marymount University_03/11/2018,0,0,0,4,0,1,1,0,1,,6,1,0,3,2.25,1,2,0,1,0,35,35,30,60,,40,45,30,60,,593,1241,60,794,,40
04/06/2018,Smart,Jamey,"Smart, Jamey",N,5,-,-,-,Sr.,"McCann, Ruairi",Loyola Marymount University,West Coast,76,235,1B,OF,L,L,University of San Diego,West Coast,Loyola Marymount University_AT_University of San Diego_04/06/2018,4,0,0,4,0,1,0,0,0,4.23,11,0,0,9,4,1,1,0,0,1,35,45,50,35,40,45,60,50,45,50,593,1241,72,3531,,41
04/13/2018,Smith,Brandon,"Smith, Brandon",N,5,-,-,-,RS-So.,Michael_Cuva,University of Dayton,Atlantic 10 Conference,74,235,1B,,R,R,St. Louis University,Atlantic 10 Conference,Saint Louis University_AT_University of Dayton_04/13/2018,,,,5,0,2,1,0,2,,7,2,1,4,1.4,0,1,0,0,0,40,50,40,45,50,45,55,40,45,50,2715,34,30,8688,"Smith has a thick frame and mature looking body, giving off the vibe that he is ""country strong."" He is a college first baseman, which isn't ideal, and given his frame/lack of quickness he probably can't play anywhere else on the diamond. At the plate, Smith hits from a slight crouch, with his hands held chest high. He flicks his barrell back and forth pre-pitch, and loads his hands using a lengthier semi-circular motion. It is not horrible, but I could see it hindering him against plus velocity if he isn't precise. He's got above average bat speed, and hits the ball hard when he makes contact with it. His first AB he mashed a homer 400+ feet dead center, and I feel comfortable projecting him for above average power in the future. Smith doesn't stand out, but he has a good bat and still has two more years of eligibility left. Unfortunately, being a college first basemen who has a fringy hit tool and some power won't make you a super desirable player in the June draft.",45
04/13/2018,Smith,Brandon,"Smith, Brandon",N,5,-,-,-,RS-So.,Michael_Cuva,University of Dayton,Atlantic 10 Conference,74,235,1B,,R,R,St. Louis University,Atlantic 10 Conference,Saint Louis University_AT_University of Dayton_04/13/2018,,,,5,0,2,1,0,2,,7,2,1,4,1.4,0,1,0,0,0,40,50,40,45,50,45,55,40,45,50,2715,34,30,8688,"Smith has a thick frame and mature looking body, giving off the vibe that he is ""country strong."" He is a college first baseman, which isn't ideal, and given his frame/lack of quickness he probably can't play anywhere else on the diamond. At the plate, Smith hits from a slight crouch, with his hands held chest high. He flicks his barrell back and forth pre-pitch, and loads his hands using a lengthier semi-circular motion. It is not horrible, but I could see it hindering him against plus velocity if he isn't precise. He's got above average bat speed, and hits the ball hard when he makes contact with it. His first AB he mashed a homer 400+ feet dead center, and I feel comfortable projecting him for above average power in the future. Smith doesn't stand out, but he has a good bat and still has two more years of eligibility left. Unfortunately, being a college first basemen who has a fringy hit tool and some power won't make you a super desirable player in the June draft.",45
03/30/2018,Smith,Colby,"Smith, Colby",N,5,-,-,-,Sr.,Ricky Conti,Elizabethtown College,Landmark Conference,69,185,3B,1B/C,R,R,Swarthmore College,Centennial Conference,Elizabethtown College_AT_Swarthmore College_02/24/2018,,,,4,1,2,2,0,2,5,13,0,0,7,6.2,1,0,0,0,1,30,30,35,40,35,35,35,35,40,35,1571,1588,28,6976,,34
04/29/2018,Smith,Hayden,"Smith, Hayden",N,5,-,-,-,So.,Colby Morris,Middlebury College,New England Small College Athletic Conference,71,180,3B,2B,R,R,Hamilton College,New England Small College Athletic Conference,Middlebury College_AT_Hamilton College_04/28/2018,0,1,0,4,1,2,2,0,3,4.05,6,0,1,4,3.2,1,0,0,0,0,35,30,40,35,30,40,30,45,45,40,2718,324,81,8125,,34
04/29/2018,Smith,Hayden,"Smith, Hayden",N,5,-,-,-,So.,Colby Morris,Middlebury College,New England Small College Athletic Conference,71,180,3B,2B,R,R,Hamilton College,New England Small College Athletic Conference,Middlebury College_AT_Hamilton College_04/28/2018,0,1,0,4,1,2,2,0,3,4.05,6,0,1,4,3.2,1,0,0,0,0,35,30,40,35,30,40,30,45,45,40,2718,324,81,8110,,34
05/01/2018,Smith,Hayden,"Smith, Hayden",N,5,-,-,-,So.,Colby Morris,Middlebury College,New England Small College Athletic Conference,71,180,3B,SS,R,R,Union College,Liberty League,Union College (New York)_AT_Middlebury College_05/01/2018,0,0,0,2,2,0,1,0,0,4,4,1,1,2,2.5,0,0,0,0,0,35,30,40,40,35,40,35,50,45,40,2718,324,81,8376,,36
04/20/2018,Smith,Hunter,"Smith, Hunter",N,5,-,-,-,Jr.,Anthony Franco,College of William & Mary,Colonial Athletic Association,73,200,C,,R,R,Northeastern University,Colonial Athletic Association,College of William & Mary_AT_Northeastern University_04/20/2018,0,0,0,3,1,0,0,0,0,,7,1,1,4,5.25,2,0,0,0,0,30,20,,40,30,30,30,,50,30,2058,1572,7,7881,"Showed good pitch recognition and bat-to-ball skills thanks to a short swing path. Good understanding of the strike zone- struck out looking twice, but both pitches looked well off the plate, and he also drew a walk. Didn't hit for power in BP. He lacks a traditional catcher's build (narrower frame) but he moves well behind the plate and showed good ball-blocking skills. Quiet receiver and framer, although he wasn't catching top-flight velocity. Had a 2.22 on his pop time, and throwing accuracy issues allowed Northeastern to steal 5 bases, so arm is biggest red flag defensively",30
04/27/2018,Smith,Riley,"Smith, Riley",N,5,-,-,-,Jr.,Charlie_Riggs,"University of Minnesota, Twin Cities",Big 10,70,175,LF,,R,R,The Ohio State University,Big 10,"University of Minnesota, Twin Cities_AT_The Ohio State University_04/27/2018",0,0,0,2,0,0,0,0,0,4.02,4,0,0,3,3.33,0,0,0,0,0,50,45,65,55,50,55,45,65,60,50,2719,94,93,3185,,53
02/23/2018,Smith,Stephen,"Smith, Stephen",N,5,-,-,-,Jr.,Jamie Quolas,University of Tampa,Sunshine State Conference,70,175,OF,,L,R,Florida Institute of Technology,Sunshine State Conference,Florida Institute of Technology_AT_University of Tampa,,,,4,0,2,2,2,0,4.3,4,0,0,4,2,0,2,0,0,0,65,20,45,50,50,70,30,55,55,55,2720,667,90,385,,46
02/03/2018,Snodgrass,Jace,"Snodgrass, Jace",N,5,-,-,-,Jr.,Andrew Stockmann,Friends University,Kansas Collegiate Athletic Conference,73,180,LF,,R,R,Hastings College,Great Plains Athletic Conference,Hastings College_at_Friends University,0,0,0,3,1,0,0,1,2,4.33,1.67,0,0,3,3.3,0,0,0,1,0,35,40,50,50,45,45,45,50,50,50,214,413,109,,,44
04/03/2018,Sobieski,Brian,"Sobieski, Brian",N,5,-,-,-,Sr.,Dustin_Ebenstein,Davenport University,Great Lakeland Intercollegiate Athletic Conference,71,220,RF,C,R,R,Wayne State University (Michigan),Great Lakes Intercollegiate Athletic Conference,Davenport University_AT_Wayne State University (Michigan)_04/3/2018,,,,3,0,1,1,0,2,4.7,5,1,1,3,3,1,0,0,0,0,50,60,20,30,40,50,60,20,30,40,1719,179,36,1518,Strong right handed hitter with a dead pool swing.  Alot of pop but only to the pull side.  Outfielder and catcher with a below average arm.  ,40
04/21/2018,Sogard,Nick,"Sogard, Nick",N,5,-,-,-,So.,Matt Johnson,Loyola Marymount University,West Coast Conference,73,170,2B,,S,R,University of Portland,West Coast Conference,University of Portland_AT_Loyola Marymount University_04/22/2018,0,0,0,4,1,3,1,0,1,,9,0,0,4,4.4,1,1,1,0,0,40,30,50,40,45,65,40,60,50,50,655,1241,60,2997,Cousin of Eric Sogard. Would benefit from adding some weight. Very good contact skills. Showed the ability to drive the ball to all fields. ,41
03/09/2018,Sogard,Nick,"Sogard, Nick",N,5,-,-,-,So.,Russ Morgan,Loyola Marymount University,West Coast Conference,73,170,2B,INF,S,R,Vaparaiso University,Missori Valley Conference,Vaparaiso University_AT_Loyola Marymount University,0,0,0,3,2,0,1,0,0,4.2,5,1,1,4,3.7,0,0,0,0,0,35,20,40,35,35,40,20,35,35,35,655,1241,80,2221,,33
03/09/2018,Sogard,Nick,"Sogard, Nick",N,5,-,-,-,So.,Russ Morgan,Loyola Marymount University,West Coast Conference,73,170,2B,INF,S,R,Vaparaiso University,Missori Valley Conference,Vaparaiso University_AT_Loyola Marymount University,0,0,0,3,2,0,1,0,0,4.2,5,1,1,4,3.7,0,0,0,0,0,35,20,40,35,35,40,20,35,35,35,655,1241,80,2221,,33
03/02/2018,Sojka,Austin,"Sojka, Austin",N,5,-,-,-,Jr.,Andrew Stockmann,Oklahoma Wesleyan University,Kansas Collegiate Athletic Conference,73,192,3B,,R,R,Friends University,Kansas Collegiate Athletic Conference,Oklahoma Wesleyan University_AT_Friends University_03/03/2018,,,,4,0,1,0,0,1,4.6,3,0,0,3,1.8,1,0,0,0,0,35,30,30,40,45,40,30,30,40,45,515,772,109,1766,,36
04/10/2018,Soria,Nate,"Soria, Nate",N,5,-,-,-,Sr.,Owen_Mitchell,Xavier,Big East,70,175,C,OF,R,R,Miami University (Ohio),Mid-American Conference,Xavier_AT_Miami University (Ohio)_04/10/2018,,,,3,0,1,1,0,0,4.5,6,3,1,4,3.3,1,0,0,0,0,40,40,35,40,40,40,45,35,40,40,1970,79,77,2292,Soria's usual position is catcher but he played LF in this game. For a catcher he has decent power. The ball he put in play for a base hit was hit sharply. Has a small compact swing. Typically is trying to pull the ball. Has a decent eye and lays off of pitches that are outside the zone. His frame is a bit small for a catcher.,39
04/10/2018,Soria,Nate,"Soria, Nate",N,5,-,-,-,Sr.,Owen_Mitchell,Xavier,Big East,70,175,C,OF,R,R,Miami University (Ohio),Mid-American Conference,Xavier_AT_Miami University (Ohio)_04/10/2018,,,,3,0,1,1,0,0,4.5,6,3,1,4,3.3,1,0,0,0,0,40,40,35,40,40,40,45,35,40,40,1970,79,77,2292,Soria's usual position is catcher but he played LF in this game. For a catcher he has decent power. The ball he put in play for a base hit was hit sharply. Has a small compact swing. Typically is trying to pull the ball. Has a decent eye and lays off of pitches that are outside the zone. His frame is a bit small for a catcher.,39
04/17/2018,Soriano,JP,"Soriano, JP",N,5,-,-,-,RS-Sr.,Caleb Watkins,University of Arkansas at Pine Bluff,Southwestern Athletic,75,245,LF,,R,R,Baylor University,Big 12,"University of Arkansas, Pine Bluff_AT_Baylor University_04/18/2018",,,,4,0,1,0,0,1,,9,1,3,7,4.75,0,0,0,0,0,30,30,,35,40,35,35,,35,40,2081,638,119,2725,"Long swing, expands the zone especially on off speed pitches, strikeout problem",34
02/08/2018,Sortor,Chase,"Sortor, Chase",N,5,-,-,-,So.,Caleb Watkins,McLennan Community College,NJCAA,73,,,,R,R,San Jacinto College,NJCAA,San Jacinto College_at_McLennan Community College,,,,4,0,0,0,0,0,4.57,13,3,3,13,5,1,0,1,2,0,45,55,45,55,55,50,65,50,60,60,194,420,119,,,51
04/27/2018,Sortor,Chase,"Sortor, Chase",N,5,-,-,-,So.,Caleb Watkins,McLennan Community College,North Texas Junior College Athletic,73,205,LF,RF,R,R,Grayson College,North Texas Junior College Athletic,Grayson College_AT_McLennan Community College_04/28/2018,,,,3,1,0,1,0,0,4.41,6,1,2,5,4.75,0,0,0,0,0,30,40,40,35,40,35,40,40,35,40,194,420,119,3238,"Long powerful swing, can get him in trouble swinging over the ball. Doesn't get the best jump on balls in the outfield. Off game, but can drive the baseball.",37
02/22/2018,Sosa,Gonzalo,"Sosa, Gonzalo",N,5,-,-,-,Sr.,Eric Droegemeier,LeTourneau University,American Southwest Conference,76,225,1B,,L,L,Schreiner University,Southern Collegiate Athletic Conference,LeTourneau University_at_Schreiner University,0,0,0,4,0,0,1,0,0,4.32,4,0,0,3,3.5,0,1,0,0,0,35,35,35,35,35,45,50,40,45,40,2721,18,34,355,,35
04/12/2018,Soto,Jackson,"Soto, Jackson",N,5,-,-,-,So.,Meagan Riordan,Lane Community College,NWAC,73,200,1B,LF,L,R,Clark Community College,NWAC,Clark College_AT_Lane Community College,,,,4,1,0,0,0,0,,4,0,1,3,4,0,0,1,0,0,60,60,40,55,50,65,65,40,60,55,1925,463,94,2366,,53
03/23/2018,Sparks,Baylen,"Sparks, Baylen",N,5,-,-,-,Jr.,Duncan Wilson,Stetson University,Atlantic Sun Conference,72,208,1B,3B,R,R,"University of Maryland, College Park",Big 10,"Stetson University_AT_University of Maryland, College Park_03/23/2018",,,,4,1,0,1,0,1,4.15,6,1,1,5,3,0,1,1,1,0,35,35,60,40,35,40,40,60,45,40,1399,55,125,7264,,41
03/07/2018,Spencer,Lawniczak,"Spencer, Lawniczak",N,5,-,-,-,Sr.,Dylan_Anderson,University of Wisconsin-Superior,Wisconsin Intercollegiate Athletic Conference,75,,C,,R,R,Augsburg University,Minnesota Intercollegiate Athletic Conference,University of Wisconsin-Superior_AT_Augsburg University,,,,3,1,0,1,0,1,4.62,3,1,0,1,3.33,0,0,0,0,0,20,30,20,30,20,20,30,20,30,30,623,"1,328",10,2123,,24
03/07/2018,Spencer,Lawniczak,"Spencer, Lawniczak",N,5,-,-,-,Sr.,Dylan_Anderson,University of Wisconsin-Superior,Wisconsin Intercollegiate Athletic Conference,75,,C,,R,R,Augsburg University,Minnesota Intercollegiate Athletic Conference,University of Wisconsin-Superior_AT_Augsburg University,,,,3,1,0,1,0,1,4.62,3,1,0,1,3.33,0,0,0,0,0,20,30,20,30,20,20,30,20,30,30,623,"1,328",10,2123,,24
03/24/2018,Spooner,Mike,"Spooner, Mike",N,5,-,-,-,Jr.,Duncan Wilson,Stetson University,Atlantic Sun,75,204,RF,OF,L,R,"University of Maryland, College Park",Big 10,"Stetson University_AT_University of Maryland, College Park_03/24/2018",,,,3,0,0,0,0,0,4.25,4,3,1,1,3.67,0,0,0,0,0,35,30,55,30,35,40,35,60,35,40,1497,55,125,7298,,37
03/15/2018,Squires,Caleb,"Squires, Caleb",N,5,-,-,-,So.,Ben Rydecki,Marion Military Institute,Alabama Community College Conference,73,210,OF,RHP,L,R,Shelton State Community College,Alabama Community College Conference,MarionMilitaryInstitute_AT_SheltonStateCommunityCollege_3/15/2018,0,0,0,4,1,1,0,0,0,0,6,1,1,4,2.75,0,0,1,0,0,40,40,50,45,40,50,55,50,50,50,1105,1095,97,925,,43
04/07/2018,Stamas,Mike,"Stamas, Mike",N,5,-,-,-,So.,Alec McFeeley,Williams College,New England Small College Athletic Conference,71,180,OF,P,R,L,Amherst College,New England Small College Athletic Conference,Williams College_AT_Amherst College_04/07/2018,0,0,0,4,1,2,1,0,1,4.15,5,2,0,4,3.25,1,0,1,0,0,50,50,60,40,40,60,60,70,60,50,2725,601,73,8282,,48
03/31/2018,Stamatis,Johnny,"Stamatis, Johnny",N,5,-,-,-,Jr.,Anthony Franco,Trinity College (Connecticut),New England Small College Athletic Conference,72,185,1B,,L,R,Tufts University,New England Small College Athletic Conference,Trinity College (Connecticut)_AT_Tufts University_03-31-2018,,,,1,3,,,,,,6,2,2,5,6.33,,,,,,30,20,35,30,45,40,30,35,40,45,1619,321,7,7518,,32
02/18/2018,Stampfl,Luke,"Stampfl, Luke",N,5,-,-,-,R-Sr.,Keith Spalding,St. John's University,BIg East,75,210,SS,,R,R,Campbell University,Big South Conference,St. Johns University_at_Campbell University,,,,5,0,2,1,0,2,,7,2,0,3,3.8,1,1,1,0,0,45,45,50,50,60,50,50,50,50,60,2726,"1,508",6,,,50
04/14/2018,Stanich,Tony,"Stanich, Tony",N,5,-,-,-,Sr.,Ryan Benner,Adams State Univerisity,Rocky Mountain Athletic Conference,78,205,1B,,R,R,Colorado School of Mines,Rocky Mountain Athletic Conference,Colorado School of Mines_AT_Adams State University_04/15/2018,,,,4,1,1,1,0,1,4.52,7,0,1,2,3.4,1,0,0,2,1,40,30,40,45,45,45,30,40,45,45,1997,535,18,2540,Tall and lengthy. Great size for 1B.,40
03/03/2018,Steele,TreSean,"Steele, TreSean",N,5,-,-,-,Fr.,Ben Pickett,Bellevue College,Northwest Athletic Conference,74,195,3B,,R,R,Pierce College,Northwest Athletic Conference,Pierce College_AT_Bellevue College,0,0,0,3,2,0,0,0,0,,3,1,0,1,5.3,0,0,0,0,0,30,30,30,40,45,40,40,30,45,50,692,942,88,1758,,35
04/24/2018,Steen,Ryan,"Steen, Ryan",N,5,-,-,-,Jr.,Jarod Bacon,Blackburn College,St. Louis Intercollegiate Athletic Conference,75,215,C,,R,R,Fontbonne University,St. Louis Intercollegiate Athletic Conference,Blackburn College_AT_Fontbonne University_04/25/2018,,,,4,0,0,0,0,0,4.7,10,1,1,10,4.25,1,0,0,0,0,20,30,20,25,40,25,35,20,35,45,2729,542,16,1513,"Terrible receiver but strong arm, 2.1-2.2 average pop between innings",27
04/24/2018,Steen,Ryan,"Steen, Ryan",N,5,-,-,-,Jr.,T. Brandt,Blackburn College,St. Louis Intercollegiate Athletic Conference,75,215,1B,C,R,R,Fontbonne University,St. Louis Intercollegiate Athletic Conference,Blackburn College_AT_Fontbonne University_04/25/2018,,,,3,0,0,0,0,0,4.66,10,4,2,4,4,1,0,0,0,0,20,30,20,20,30,25,35,20,20,35,2729,542,23,1476,Played 1B in this game. Usually a catcher. Has raw power with a poor bat path.,24
03/05/2018,Steer,Spencer,"Steer, Spencer",N,5,-,-,-,So.,Meagan Riordan,University of Oregon,Pacific 12,71,185,3B,,R,R,Florida Atlantic University,Conference USA,Florida Atlantic University_AT_University of Oregon,,,,4,1,1,0,0,2,,5,1,5,2,5,1,0,0,1,0,60,59,,60,60,65,64,,60,60,680,507,94,2078,,60
03/05/2018,Steer,Spencer,"Steer, Spencer",N,5,-,-,-,So.,Meagan Riordan,University of Oregon,Pacific 12,71,185,3B,,R,R,Florida Atlantic University,Conference USA,Florida Atlantic University_AT_University of Oregon,,,,4,1,1,0,0,2,,5,1,5,2,5,1,0,0,1,0,60,59,,60,60,65,64,,60,60,680,507,94,2078,,60
02/16/2018,Steffenson,Paul,"Steffenson, Paul",N,5,-,-,-,Fr.,Kurt Ascetta,Mesa Community College,ACCAC,69,190,LF,,R,R,Pima Community College,ACCAC,Pima Community College_AT_Mesa Community College,,,,4,0,1,0,0,1,4.54,5,1,0,4,3.3,1,0,0,0,1,30,30,30,25,,45,50,35,35,,479,397,5,,,29
05/25/2018,Stekl,Ryan,"Stekl, Ryan",N,5,-,-,-,Sr.,Joe Barbella,Canisius College,Metro Atlantic Athletic Conference,74,233,3B,1B,R,R,Monmouth University,Metro Atlantic Athletic Conference,Canisius College_AT_Monmouth University_05/25/2018,,,,5,1,2,1,0,1,4.43,11,2,0,7,3.8,1,1,1,0,0,40,35,40,45,45,45,40,40,45,45,3064,"1,559",1,8795,"Big strong body, thick lower half. Body maxed out. Solid fielder with good foot work. Average arm at best.  Below average runner.  A good hitter. Hits the ball hard to all fields. Has a good eye. The last 2 season has 67 walks and 78 strikeouts.",41
04/01/2018,Stern,Christopher,"Stern, Christopher",N,5,-,-,-,Jr.,Chris_Toomey,Emory University,University Athletic Association,72,210,3B,IF,R,R,Case Western Reserve University,University Athletic Association,Emory University_AT_Case Western Reserve University,,,,3,0,0,0,0,0,,6,1,1,,4.67,0,0,0,0,0,25,25,25,20,20,30,25,30,25,20,1570,674,114,2240,,23
04/27/2018,Stern,Christopher,"Stern, Christopher",N,5,-,-,-,So.,Kyle Anderson,Emory University,University Athletic Association,72,180,3B,,R,R,New York University,University Athletic Association,Emory University_AT_New York University_04/27/2018,,,,3,1,1,0,0,0,4.36,6,3,0,2,3.75,0,0,0,0,0,30,35,40,30,25,35,40,45,35,30,1570,674,11,8070,"Patient Hitter, stands tall, not much more physical development. Doesn't sit on fastball and attacks breaking balls, but has difficulty catching back up to fastballs thrown at him. Great glove, but below average arm and control when throwing over to first. ",32
03/30/2018,Stesiak,Riley,"Stesiak, Riley",N,5,-,-,-,So.,Mason_Ippel,Albion College,Michigan Intercollegiate Athletic Association,,,CF,IF,R,R,Alma College,Michigan Intercollegiate Athletic Association,Albion College_AT_Alma College_03/31/2018,,,,3,1,1,0,0,0,,9,2,1,4,4,2,0,0,0,0,35,30,55,50,40,50,45,55,55,50,2731,259,57,1950,,42
04/28/2018,Stevens,Sammy,"Stevens, Sammy",N,5,-,-,-,Sr.,Robert_Lippert,Georgetown University,Big East,75,210,C,,L,R,Creighton University,BIg East,Georgetown University_AT_Creighton University_04/28/2018,,,,3,0,0,0,0,1,4.41,3,1,0,3,1.67,0,0,0,0,0,35,40,40,40,50,45,50,50,60,60,2732,81,68,3297,2.03 second pop time,41
03/10/2018,Stinson,Nate,"Stinson, Nate",N,5,-,-,-,So.,Kelly Ramsey,Lincoln Memorial University,South Atlantic Conference,72,190,OF,OF,R,R,Tusculum College,South Atlantic Conference,Tusculum College_AT_Lincoln Memorial University_03/10/2018,0,0,0,4,0,1,0,0,2,3.9,5,2,1,3,3,0,0,1,0,0,40,35,60,50,55,50,45,65,60,60,2738,555,92,718,,48
02/27/2018,Stoffel,Tom,"Stoffel, Tom",N,5,-,-,-,Sr.,Matthew Rogers,Virginia Tech,Atlantic Coast Conference,70,205,1B,P,L,L,Radford University,Big South Conference Conference,Radford University_AT_Virginia Tech_02/27/2018,0,0,0,5,0,0,0,0,0,,5,1,3,1,3,0,0,0,1,0,40,50,40,55,55,45,50,40,60,55,690,47,96,6999,,48
05/09/2018,Stoffel,Tom,"Stoffel, Tom",N,5,-,-,-,RS-Sr.,Nathan Shisler,Virginia Tech University,Atlantic Coast Conference,70,205,LF,P,L,L,West Virginia University,Big 12,Virginia Tech_AT_West Virginia University_05/09/2018,,,,5,1,1,0,0,0,4.22,7,2,1,4,4.6,1,0,1,0,1,35,30,40,30,35,45,40,45,40,40,690,47,104,8597,"Another two-way prospect. Had trouble judging balls hit to left field. Made a crucial error by missing a ball hit to him early on in the game. Showed good patience at the plate, stats for the show he can hit better than what he showed this night.",34
