First Name,Last Name,Date,CLASS,SCOUT_NAME,PLAYER_SCHOOL,CONFERENCE,DIVISION,HEIGHT_IN,WEIGHT,POSITION1,POSITION2,THROWING_SIDE_R_L,BATTING_SIDE_R_L_S,OPPONENT_SCHOOL,OPPONENT_CONFERENCE,GAME,INNINGS_PITCHED,HITS_ALLOWED,RUNS_ALLOWED,STOLEN_BASES_ALLOWED,WALKS,STRIKEOUTS_CALLED_VS_RIGHT,STRIKEOUTS_SWINGING_VS_RIGHT,STRIKEOUTS_CALLED_VS_LEFT,STRIKEOUTS_SWINGING_VS_LEFT,HOME_RUNS_ALLOWED,GROUNDOUTS,FLYOUTS,TIME_TO_HOME,PITCH_TOTAL,STRIKES_TOTAL,BATTERS_FACED,FIRST_PITCH_STRIKES,HITS_ALLOWED_LEFT_SIDE,HITS_ALLOWED_MIDDLE,HITS_ALLOWED_RIGHT_SIDE,FASTBALL_VELO_MIN,FASTBALL_VELO_MAX,FB_PITCH_TYPE,TOTAL_SWINGS_FASTBALL,SWINGS_AND_MISSES_FASTBALL,CHASE_SWINGS_FASTBALL,HARD_CONTACT_FASTBALL,BREAKING_BALL_VELO_MIN,BREAKING_BALL_VELO_MAX,BB_PITCH_TYPE,TOTAL_SWINGS_BREAKING_BALL,SWINGS_AND_MISSES_BREAKING_BALL,CHASE_SWINGS_BREAKING_BALL,HARD_CONTACT_BREAKING_BALL,THIRD_PITCH_VELO_MIN,THIRD_PITCH_VELO_MAX,THIRD_PITCH_TYPE,TOTAL_SWINGS_THIRD_PITCH,SWINGS_AND_MISSES_THIRD_PITCH,CHASE_SWINGS_THIRD_PITCH,HARD_CONTACT_THIRD_PITCH,FOURTH_PITCH_VELO_MIN,FOURTH_PITCH_VELO_MAX,FOURTH_PITCH_TYPE,TOTAL_SWINGS_FOURTH_PITCH,SWINGS_AND_MISSES_FOURTH_PITCH,CHASE_SWINGS_FOURTH_PITCH,HARD_CONTACT_FOURTH_PITCH,SCOUTING_NOTES,INJURY_NOTES,CHARACTER_NOTES,PITCHING_NOTES,FIELDING_NOTES,ATHLETE_NOTES,VIDEO_EXISTS,SCHOOL_ID,SCOUT_ID,GAME_KEY,MATCH_ID,-,DIVISION,DATE,AGE,FIRST&LAST,STRIKE %,K/9,BB/9,MISS%,CHASE%,FB MISS%,FB CHASE%,BB MISS%,BB CHASE%,NameHSGradYR,,,
Denson,Hull,3/1/2019,Sr.,Andrew Stockmann,Creighton University,Big East,1,73,220,P,0,L,L,Wichita State University,American Athletic Conference,Wichita State University_vs_Creighton University_03/01/2019,5.67,4,4,0,1,0,0,0,2,0,10,4,1.2,82,53,24,11,1,1,2,84,89,4-Seam,21,0,3,2,40,80,Curveball,3,0,0,0,80,81,Cutter,3,0,0,0,78,78,Changeup,4,0,0,0,"I didn't see Hull's complete start, just the first five innings. Starts on 3rd base side of rubber, dropped down to 3/4 arm slot as he got more tired, looks smaller than he is listed, robotic delivery, lot of moving parts/pieces",N/A,"Creighton is his third college, don't know why he's transferred twice","FB jumped on a few hitters and was utilized high in the zone successfully, little wiggle to his FB and might be a two seam, changeup and cutter look similar and might even be the same pitch,","Alertly got the lead runner at third on a comebacker, calmly made a 1-3 putout",Moved well off of the rubber and is strong,Y,501,188,,706,,01,43525,22,Denson Hull,64.6,3.2,1.6,0.0,9.7,0.0,14.3,0.0,0.0,DensonHull2015,,,
Mitch,Ragan,3/1/2019,Sr.,Andrew Stockmann,Creighton University,Big East,1,75,210,P,0,R,R,Wichita State University,American Athletic Conference,Wichita State University_vs_Creighton University_03/01/2019,5.33,5,4,3,1,2,1,1,2,0,8,1,1.12,79,50,23,16,0,3,2,88,91,4-Seam,16,3,1,3,72,77,Curveball,3,0,2,0,79,81,Changeup,14,7,5,0,0,0,0,0,0,0,0,"Really downhill, aggressive delivery, pounded the zone on the first pitch of ABs, stout body that is probably done growing, throws like a catcher, very compact motion",N/A,"Got frustrated with himself after hitting two consecutive hitters in 6th, gently tossed his hat and glove in the dugout after being taken out but didn't make a scene","Solid fastball that jumps on hitters, took several hitters by surprise so they swung late, went to CH to mix things up after settling in, didn't throw curveball much but it had solid 11/5 break, fell apart in 6th inning by hitting two batters and balking",N/A,"Strong body, moves body quickly and aggressive actions throughout delivery",Y,501,188,,932,,01,43525,22,Mitch Ragan,63.3,10.1,1.7,30.3,24.2,18.8,6.3,0.0,66.7,MitchRagan2015,,,
Clayton,McGinness,3/1/2019,Sr.,Andrew Stockmann,Wichita State University,American Athletic Conference,1,73,180,P,0,R,R,Creighton University,Big East,Creighton University_vs_Wichita State University_03/01/2019,4,7,3,2,1,1,2,0,2,0,3,4,1.2,62,40,20,7,4,0,3,86,89,4-Seam,18,4,0,4,76,78,Slurve,8,2,4,1,0,0,Changeup,2,0,0,0,0,0,0,0,0,0,0,"Cross-fire delivery, good timing throughout motion, goes too fast sometimes",N/A,"Senior leader/ace of pitching staff, has former MLB pitcher Mike Pelfrey as mentor/pitching coach, has helped with YoungLife ministry before","Sat 86-87, which is down from last year when he relieved (to be expected). Needs a third pitch to compliment FB and CB, which is kinda slurvy. Struggled with getting ahead of batters and pitched from behind throughout his outing, which forced him to rely",Cleanly fielded an easy bunt right back to him and made throw to first,Not the biggest kid but was a 3 sport athlete in HS,Y,2415,188,,818,,01,43525,22,Clayton McGinness,64.5,11.3,2.3,21.4,14.3,22.2,0.0,25.0,50.0,ClaytonMcGinness2015,,,
Preston,Snavely,3/1/2019,Jr.,Andrew Stockmann,Wichita State University,American Athletic Conference,1,77,220,P,0,R,R,Creighton University,Big East,Creighton University_vs_Wichita State University_03/01/2019,5.33,6,3,0,3,0,3,2,2,0,3,4,0.99,92,56,23,8,2,4,0,85,90,4-Seam,23,7,2,2,73,75,Curveball,13,4,1,1,79,79,Slider,2,2,2,0,0,0,0,0,0,0,0,"Big, tall junior with more room to grow in leg strength. Smooth, simple mechanics, gets downhill quickly, could have flatter back",N/A,"#2 guy at WSU, no indications of bad attitude/poor leader","Sat high 80s and touched 90s a few times, might have a slider depending on break and tilt of breaking ball, fell apart quickly after 5 innings, started off strong with three straight strikeouts, solid prospect that could be in line for solid year",N/A,Moves well for his size,Y,2415,188,,1775,,01,43525,21,Preston Snavely,60.9,11.8,5.1,34.2,13.2,30.4,8.7,30.8,7.7,PrestonSnavely2016,,,
Kyle,Harrison,3/1/2019,HS-Jr.,Ben Comar,De La Salle High School (CA),CA,HS,74,200,P,1B,L,R,Granada High School (CA),CA,Granada High School (CA)_vs_De La Salle High School (CA)_03/01/2019,5,3,1,0,0,0,5,0,1,0,5,0,1.28,59,39,17,13,0,2,1,83,88,4-Seam,20,18,7,2,75,77,Slider,2,0,0,0,75,78,Changeup,3,0,2,0,71,73,Curveball,2,0,0,0,"Highly projectable, athletic large frame. Likely will grow more into frame given he still has a baby face. Even if not, still good size already. Has a very fluid delivery and repeats it very well. Stands tall on mound before starting motion. Lifts leg str",None,"Calm, cool, and collected on mound. Doesn't appear fazed by anything. Didn't show much emotion but it was clear he was aggressive and wanted to win. Teammates seem to like him; cheered when he got a hit. When he gave up hits, didn't appear rattled and jus",Pitched very well. Lots of first pitch strikes. Was in command from the first pitch he threw. Worked out of windup for majority of outing as he only allowed one hit through 4. Knew when to add and subtract. Great placement of fastball. Elevated it for str,Good fielder; got off mound quickly to field several grounders. Finished mostly square to plate which helped him get to balls quickly. Good job of covering first on gb to right side as well. Used efficient route to recieve toss from 1st baseman. Later in,"No doubt is an athlete. Has athletic mannerisms and knows what to do. Great feel for pitching. Good hitter also, had two hits and executed sac bunt early in game.",Y,9078,33,,11672,,HS,43525,17,Kyle Harrison,66.1,10.8,0.0,66.7,33.3,90.0,35.0,0.0,0.0,KyleHarrison2020,,,
Codie,Paiva,3/1/2019,Sr.,Adam Schane,Loyola Marymount University,West Coast Conference,1,77,215,P,0,R,R,University of Oregon,Pacific-12 Conference,University of Oregon_vs_Loyola Marymount University_03/01/2019,5,4,1,0,3,0,0,0,2,0,5,6,1.25,77,53,20,15,1,2,1,86,90,2-Seam,24,0,3,4,70,80,Slider,7,2,0,0,70,79,Changeup,10,3,3,0,0,0,0,0,0,0,0,"Very broad shoulders, with an average lower half. Sloped shoulders, but it appears that he has fully filled into the body, not sure if more velo could be developed. Older and mature facial features. High 3/4 slot. Very balanced windup, with small leg lift",None,"Imposing presense on the mound. Focused, takes time in between piches but not super slow.","5IP, 4H, 1R, 2K, 3BB. Lives and dies on the 2seam fastball, but doesn't have the velocity to blow it by batters. Can throw change after heavy dose of FB for strikeout.","No notable fielding plays, went to back up position players when needed, but very small sample size.","Looked like an athlete, but very small sample size to note. No opportunity to watch run or field balls.",Y,1179,169,,887,,01,43525,22,Codie Paiva,68.8,3.6,5.4,12.2,14.6,0.0,12.5,28.6,0.0,CodiePaiva2015,,,
Alex,Palmer,3/1/2019,Jr.,Jerrod Blackmon,Stephen F Austin State University,Southland Conference,1,71,155,P,0,R,0,University of Portland,West Coast Conference,University of Portland_vs_Stephen F Austin State University_03/01/2019,7.33,7,6,0,1,4,5,0,4,3,4,5,1.53,123,74,31,17,3,2,2,85,88,4-Seam,21,10,9,5,67,70,Curveball,15,8,9,2,77,81,Changeup,14,10,4,1,81,83,Slider,10,7,6,2,Small frame; very thin with sloped shoulders long and lanky. Reminds me of Tim Lincecum. Has a sound delivery whether he is pitching in the windup or out of the stretch. Arm action is clean throughout delivery of the pitch. The speed of his arm is quicker,No injuries,"Makeup is positive. He is a competitor, no doubt. Had moments in the game where he struggled, but always seemed to fight back. Gave up three home runs, two of which were missed locations. You can tell it frustrated him, but again fought and battled back.","Above average stuff. Fastball in the high 80's, a 12-6 curve that is almost 20 mph slower, good changeup and slider as well. Again, missed some locations which cost him. Still ended the night with 13 K's.",Sets himself up to field his position well. Did come off the mound to make a good defensive play to his glove side. Quick feet of the mound.,"Long and lanky, does show above average athleticism.",Y,1969,18,,1697,,01,43525,21,Alex Palmer,60.2,16.0,1.2,58.3,46.7,47.6,42.9,53.3,60.0,AlexPalmer2016,,,
Trent,Baker,3/1/2019,So.,Eric Droegemeier,Angelo State University,Lone Star Conference,2,75,225,P,0,R,R,Tarleton State University,Lone Star Conference,Tarleton State University_vs_Angelo State University_03/01/2019,6,5,1,0,1,0,2,0,3,0,7,4,1.71,65,41,24,18,2,0,4,87,92,4-Seam,25,3,0,4,84,88,Slider,7,4,0,0,82,86,Changeup,4,1,0,1,0,0,0,0,0,0,0,Velo is up a tick from last season. Still a sophomore and it's easy to see him consistently hitting 90+ in the future. Pretty consistent mechanics,0,He's a gamer and very serious when on the mound. Attacks every hitter like it's the bottom of the 9th,"He was dominant for 5 innings, was hit harder in the 6th but maintained his velocity later on",0,Despite his size he's quick and athletic off the mound,Y,51,52,,3561,,02,43525,20,Trent Baker,63.1,7.5,1.5,22.2,0.0,12.0,0.0,57.1,0.0,TrentBaker2017,,,
Austin,Marcantel,3/1/2019,HS-Jr.,Dean Woodward,Centennial High School (TX),TX,HS,68,170,P,0,R,R,Arlington Heights High School (TX),TX,Arlington Heights High School (TX)_vs_Centennial High School (TX)_03/01/2019,3.67,6,5,1,1,1,1,0,0,0,4,3,1.38,65,49,22,15,2,1,3,74,78,2-Seam,22,1,0,1,70,71,Slider,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Over the top delivery with bad extension. Short a little chubby build. Funky mechanics and seems very hurried, nothing deliberate about it. FB had very little movement on it and his slider, which he threw infrequently, was bad. Little to no horizontal mov",N/A,"Good teammate. His D was atrocious (6 errors, 2 passed balls) and he had every reason to blow up but didn't. Kept battling.",Pitched better than his stat line will show. Doesn't seem to be a top-of-the-line pitcher but battled.,Did not see him field any balls but was always in good position after the pitch.,"Not very athletic, short and chubby.",Y,322,208,,11732,,HS,43525,17,Austin Marcantel,75.4,4.9,2.5,8.3,4.2,4.5,0.0,50.0,50.0,AustinMarcantel2020,,,
David,Rhodes,3/1/2019,Fr.,Ben Pickett,University of Washington-Seattle Campus,Pacific-12 Conference,1,74,210,P,n/a,R,R,California Polytechnic State University-San Luis Obispo,Big West,0,5,7,3,0,2,1,1,0,0,0,6,4,1.22,85,56,22,18,1,3,3,88,92,4-seam,18,3,0,4,72,76,Slider,5,2,2,1,80,84,Changeup,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2254,152,,11741,,01,43525,19,David Rhodes,65.9,3.6,3.6,26.7,6.7,16.7,0.0,40.0,40.0,DavidRhodes2018,,,
Ethan,Skuija,3/1/2019,Jr.,Ben Donahue,California State University-Bakersfield,Western Athletic Conference,1,75,220,P,0,R,0,Santa Clara University,West Coast Conference,Santa Clara University_vs_California State University-Bakersfield_03/01/2019,9,4,1,0,1,6,4,1,0,0,6,10,2.31,73,52,32,18,3,1,0,92,99,4-Seam,12,8,4,3,80,84,Slider,5,4,2,0,75,80,Curveball,5,4,2,0,0,0,0,0,0,0,0,High 3/4 arm angle; throws hard and throws strikes; good control with all his pitches; near 100 mph on his fastball; slight build but athletic,0,Intimidating on mound; gets along well with teammates; leads by example during warm-ups and during game,Presence on mound is intimidating; throws strikes hard and often; slider and curve are effective; has good control with all pitches; not fazed if hit (short memory),Did not see a lot of action in defensive role; quick to back up teammates when needed,Rough first game of the season but has bounced back to be one of the best pitchers on the team; great athlete,Y,270,48,,11745,,01,43525,21,Ethan Skuija,71.2,11.0,1.0,72.7,36.4,66.7,33.3,80.0,40.0,EthanSkuija2016,,,
Darius,Vines,3/1/2019,Jr.,Ben Donahue,California State University-Bakersfield,Western Athletic Conference,1,73,190,P,0,R,0,Santa Clara University,West Coast Conference,Santa Clara University_vs_California State University-Bakersfield_03/01/2019,6,6,3,0,2,5,4,0,1,2,2,5,1.98,57,38,25,11,4,1,1,87,92,4-Seam,11,7,4,3,81,83,Slider,6,3,1,1,76,81,Curveball,3,2,1,1,0,0,0,0,0,0,0,3/4 arm angle; lean and athletic; throws strikes consistenly and throws hard; breaking ball can hang occassionally leading to hits; drafted in '16 by the Astros and in '17 by the Cubs,0,"Leader on the mound; if consulted by teammates during mound visits, he is open to feedback and strategy; intimidating mound presence","Effective pitcher; can leave breaking ball hanging for big hits; when on, however, his breaking ball is very effective",Quick feet allowed him to defend hit pitches and back up team mates,Great athlete; drafted multiple times by MLB teams yet continues to return to college to improve his game,Y,270,48,,11751,,01,43525,21,Darius Vines,66.7,15.0,3.0,60.0,30.0,63.6,36.4,50.0,16.7,DariusVines2016,,,
Tyler,Dyson,3/1/2019,Jr.,Joshua Arthurs,University of Florida,Southeastern Conference,1,75,225,P,0,R,R,Winthrop University,Big South Conference,Winthrop University_vs_University of Florida_03/01/2019,5,2,3,0,4,0,2,2,2,1,4,5,1.34,94,53,23,12,1,0,0,91,94,4-Seam,25,11,4,4,81,86,Slider,12,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Had trouble controlling both pitches to arm side, often missing off the plate. Fastball jumped onto hitters with good movement and got swings and misses in the zone.",0,0,N,2155,6,,3070,,01,43525,21,Tyler Dyson,56.4,10.8,7.2,35.1,13.5,44.0,16.0,16.7,8.3,TylerDyson2016,,,
John,Doxakis,3/1/2019,Jr.,Koby Farries,Texas A & M University-College Station,Southeastern Conference,1,76,215,P,0,L,L,Baylor University,Big 12,Baylor University_vs_Texas A & M University-College Station_03/01/2019,8,4,1,2,0,2,5,2,3,0,6,4,0,101,69,26,21,2,2,0,89,93,2-Seam,26,8,0,2,79,82,Curveball,10,6,6,0,83,84,Changeup,5,2,0,0,0,0,0,0,0,0,0,"Doxakis just knows how to pitch. He throws at a low 3/4 arm slot. He is very quick through the windup. He finishes in a great fielding position. His arsenal consists of a FB, CB, CH. The fastball has good arm side run on it. The CB is very slurvy (he may",No injury notes to report,Doxakis is a machine on the mound. He shows no emotion in the good or the bad. His teammates seem to rally around him.,He had great command of the FB and CB. He was dominant and always getting ahead in the count,Dox finishes his delivery in a great fielding position.,Dox is an athlete,Y,2026,62,,1447,,01,43525,21,John Doxakis,68.3,13.5,0.0,39.0,14.6,30.8,0.0,60.0,60.0,JohnDoxakis2016,,,
Nick,Lodolo,3/1/2019,Jr.,Koby Farries,Texas Christian University,Big 12,1,78,185,P,0,L,L,University of Houston,American Athletic Conference,University of Houston_vs_Texas Christian University_03/01/2019,7,2,1,0,1,2,5,3,3,1,3,5,1.42,97,66,24,17,2,0,0,92,94,2-Seam,18,1,1,1,79,83,Curveball,12,8,6,0,85,86,Slider,1,0,0,0,80,83,Changeup,3,3,2,0,Nick had great coomand with his entire arsenal. He throws a FB CB CH SL. The Fb has a lot of wiggle in it. He throws from a 3/4 arm slot. He for sure profiles as a starting pitcher.,No injury notes to report,Nick showed minimal emotion on the mound and seems to get along with his teammates,Lodolo was dominant while showing great command of all 4 of his pitches,Lodolo finishes his delivery with his left leg crossing over his right putting him in a poor defensive position.,Lodolo is an athlete,Y,2030,62,,3530,,01,43525,21,Nick Lodolo,68.0,16.7,1.3,35.3,26.5,5.6,5.6,66.7,50.0,NickLodolo2016,,,
Zachary,Carter,3/1/2019,Jr.,Cameron Montgomery,Houston Baptist University,Southland Conference,1,70,177,P,0,R,R,Dallas Baptist University,Missouri Valley Conference,Dallas Baptist University_vs_Houston Baptist University_03/01/2019,6,10,4,0,1,3,0,0,3,1,3,7,0.89,102,70,28,15,5,4,1,86,91,4-Seam,28,6,4,10,73,77,Curveball,6,2,1,2,73,79,Changeup,7,4,4,2,0,0,0,0,0,0,0,"Carter is a right handed starter with a simple windup left foot gets up to the knees and throws across his body with low 3/4 arm slot. He hides the ball pretty well, its like a slingshot coming from behind his back, adds deception to his fastball. Has a v",N/A,Fielders did not help him but he did not show frustration with them. He had very good composure in his toughest innings. Stayed composed after the homerun and a tough three inning 4th. I liked his competitiveness and composure on the mound.,The stats do not represent the performance. Carter had a couple tough breaks and lost command and control of his curveball early on. He looked dominate for most of the game. Fastball consistently stayed at 90-91mph. What put him in tough positions was his,"Backed up positions really well throughout the game. Has a quick pickup move and controls the run game pretty well. Fielding wise he took control of an infield popup, showed leadership in that play. It was his play to make after an infielder on the at-bat","For sure an athlete, pitched stressful innings and went for 104 pitches. Good reactions on infield fly balls.",Y,911,136,,12124,,01,43525,21,Zachary Carter,68.6,9.0,1.5,29.3,22.0,21.4,14.3,33.3,16.7,ZacharyCarter2016,,,
Kasey,Kalich,3/1/2019,So.,Koby Farries,Texas A & M University-College Station,Southeastern Conference,1,75,220,P,0,R,R,Baylor University,Big 12,Baylor University_vs_Texas A & M University-College Station_03/01/2019,1,2,1,0,0,0,2,1,0,0,0,0,1.47,24,15,6,4,0,1,1,93,96,4-Seam,7,3,1,0,87,89,Slider,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kalich has a good FB/SL combo. He pitches from a 3/4 arm slot. He has good command of all his pitches. To me, he profiles as a bullpen arm.",No injury notes to report,Kasey showed minimal emotion on the mound and seems to get along with his teammates,"Kasey had good control of his fastball in the biggest spots, although he was a little shaky, his stuff still looked dominant.",Kalich finishes his delivery in a good defensive position and has the speed to cover 1B when needed.,Kalich is an athlete,Y,2026,62,,11724,,01,43525,20,Kasey Kalich,62.5,27.0,0.0,37.5,12.5,42.9,14.3,0.0,0.0,KaseyKalich2017,,,
Michael,Cuevas,3/1/2019,Sr.,Kevin Keeton,Brennan High School (TX),TX,HS,74,170,P,OF,R,R,Smithson Valley High School (TX),TX,Smithson Valley High School (TX)_vs_Brennan High School (TX)_03/01/2019,8,5,2,0,1,1,5,0,5,0,6,4,0,102,80,30,0,1,1,3,84,91,4-Seam,0,0,0,2,76,80,Slider,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Very athletic, Explodes off his back side, Loose arm action, big time competitor (had an error that tied the ball game with 2 outs in the 7th, came back in the 8th throwing upper 80's)",0,"Great kid, got to know him some this fall/winter. Hungry to take his game to the next level","Competed on the mound and wanted the ball when they went into extras, Struck out 11 and still had a fairly low pitch count while going into the 8th.",0,"Very good athlete, really on his posture this offseason to not fight his body.",Y,0,104,,12123,,HS,43525,22,Michael Cuevas,78.4,12.4,1.1,-,-,-,-,-,-,MichaelCuevas2015,,,
Ben,Mora,2/28/2019,Sr.,Andrew Pop,California State Polytechnic University-Pomona,California Collegiate Athletic Association,2,74,195,P,0,R,0,California State University-Los Angeles,California Collegiate Athletic Association,California State University-Los Angeles_vs_California State Polytechnic University-Pomona_02/28/2019,5,6,3,1,0,0,3,0,2,0,6,0,1.32,92,55,23,13,1,4,1,83,89,Sinker,22,2,8,5,72,76,Slider,9,4,8,0,78,82,Changeup,1,0,0,0,0,0,0,0,0,0,0,low 3/4 arm slot which is nearly a sidearm slot. begins his stance facing third base side. back leg bent and front leg is closer to 1st base side which opens him up. arm slow when its behind his body. However doesnt fall over to one particuar side. As a f,not injured,occasionally didnt like the call by the ump but nothing bad.,pitched to his strengths. Used his sinker low in the zone. and used his slider away from righties to get strikeouts. got alot of ground ball outs. However he missed in the middle of the zone with both pitches occasionally which lead to hits and hard hit o,decent fielder able to cover 1st base well,athletic can control his body despite his follow through taking him to the ground,Y,269,154,,11654,,02,43524,22,Ben Mora,59.8,9.0,0.0,18.8,50.0,9.1,36.4,44.4,88.9,BenMora2015,,,
